state,date,rain_in_mm
UTTAR PRADESH,01-04-2009,2.8
UTTAR PRADESH,01-05-2009,9.4
UTTAR PRADESH,01-06-2009,942
UTTAR PRADESH,01-07-2009,452.8
UTTAR PRADESH,01-08-2009,834.5
UTTAR PRADESH,01-09-2009,217.1
UTTAR PRADESH,01-10-2009,75.3
UTTAR PRADESH,01-11-2009,3
UTTAR PRADESH,01-12-2009,0.3
UTTAR PRADESH,01-01-2010,1.7
UTTAR PRADESH,01-02-2010,3.1
UTTAR PRADESH,01-03-2010,1
UTTAR PRADESH,01-04-2010,13
UTTAR PRADESH,01-05-2010,14.4
UTTAR PRADESH,01-06-2010,251.9
UTTAR PRADESH,01-07-2010,95.6
UTTAR PRADESH,01-08-2010,221.5
UTTAR PRADESH,01-09-2010,95.8
UTTAR PRADESH,01-10-2010,36.3
UTTAR PRADESH,01-11-2010,5.9
UTTAR PRADESH,01-12-2010,0
UTTAR PRADESH,01-01-2011,5.5
UTTAR PRADESH,01-02-2011,4.1
UTTAR PRADESH,01-03-2011,0.7
UTTAR PRADESH,01-04-2011,6.1
UTTAR PRADESH,01-05-2011,8.5
UTTAR PRADESH,01-06-2011,241.8
UTTAR PRADESH,01-07-2011,58.2
UTTAR PRADESH,01-08-2011,223.6
UTTAR PRADESH,01-09-2011,122.4
UTTAR PRADESH,01-10-2011,46.4
UTTAR PRADESH,01-11-2011,4.8
UTTAR PRADESH,01-12-2011,0
UTTAR PRADESH,01-01-2012,2.4
UTTAR PRADESH,01-02-2012,4
UTTAR PRADESH,01-03-2012,1.1
UTTAR PRADESH,01-04-2012,2.9
UTTAR PRADESH,01-05-2012,8.2
UTTAR PRADESH,01-06-2012,301.1
UTTAR PRADESH,01-07-2012,88.1
UTTAR PRADESH,01-08-2012,352.5
UTTAR PRADESH,01-09-2012,128.6
UTTAR PRADESH,01-10-2012,35.2
UTTAR PRADESH,01-11-2012,1.9
UTTAR PRADESH,01-12-2012,0.1
UTTAR PRADESH,01-01-2013,41.5
UTTAR PRADESH,01-02-2013,4.9
UTTAR PRADESH,01-03-2013,12.2
UTTAR PRADESH,01-04-2013,3.3
UTTAR PRADESH,01-05-2013,32.1
UTTAR PRADESH,01-06-2013,196.3
UTTAR PRADESH,01-07-2013,138.4
UTTAR PRADESH,01-08-2013,352.4
UTTAR PRADESH,01-09-2013,122.3
UTTAR PRADESH,01-10-2013,57.8
UTTAR PRADESH,01-11-2013,13.3
UTTAR PRADESH,01-12-2013,15.9
UTTAR PRADESH,01-01-2014,28
UTTAR PRADESH,01-02-2014,0
UTTAR PRADESH,01-03-2014,7.3
UTTAR PRADESH,01-04-2014,34.8
UTTAR PRADESH,01-05-2014,35
UTTAR PRADESH,01-06-2014,115.2
UTTAR PRADESH,01-07-2014,74.7
UTTAR PRADESH,01-08-2014,173.5
UTTAR PRADESH,01-09-2014,71.7
UTTAR PRADESH,01-10-2014,148.7
UTTAR PRADESH,01-11-2014,14.3
UTTAR PRADESH,01-12-2014,0
UTTAR PRADESH,01-01-2015,18.8
UTTAR PRADESH,01-02-2015,10.1
UTTAR PRADESH,01-03-2015,7.6
UTTAR PRADESH,01-04-2015,7.7
UTTAR PRADESH,01-05-2015,32
UTTAR PRADESH,01-06-2015,143.2
UTTAR PRADESH,01-07-2015,91.7
UTTAR PRADESH,01-08-2015,321.7
UTTAR PRADESH,01-09-2015,52.4
UTTAR PRADESH,01-10-2015,76.2
UTTAR PRADESH,01-11-2015,3.9
UTTAR PRADESH,01-12-2015,0
UTTARAKHAND,01-01-1997,25.6
UTTARAKHAND,01-02-1997,3.2
UTTARAKHAND,01-03-1997,7.7
UTTARAKHAND,01-04-1997,17.5
UTTARAKHAND,01-05-1997,55
UTTARAKHAND,01-06-1997,90.8
UTTARAKHAND,01-07-1997,42.9
UTTARAKHAND,01-08-1997,69.8
UTTARAKHAND,01-09-1997,78.2
UTTARAKHAND,01-10-1997,167.5
UTTARAKHAND,01-11-1997,44.2
UTTARAKHAND,01-12-1997,12.9
UTTARAKHAND,01-01-1998,2.9
UTTARAKHAND,01-02-1998,22.1
UTTARAKHAND,01-03-1998,3.9
UTTARAKHAND,01-04-1998,9.2
UTTARAKHAND,01-05-1998,32.6
UTTARAKHAND,01-06-1998,23.7
UTTARAKHAND,01-07-1998,11.8
UTTARAKHAND,01-08-1998,26.5
UTTARAKHAND,01-09-1998,32.2
UTTARAKHAND,01-10-1998,93.7
UTTARAKHAND,01-11-1998,47.2
UTTARAKHAND,01-12-1998,12.2
UTTARAKHAND,01-01-1999,0.6
UTTARAKHAND,01-02-1999,11.2
UTTARAKHAND,01-03-1999,0.5
UTTARAKHAND,01-04-1999,30.9
UTTARAKHAND,01-05-1999,164
UTTARAKHAND,01-06-1999,764.5
UTTARAKHAND,01-07-1999,545.7
UTTARAKHAND,01-08-1999,731.3
UTTARAKHAND,01-09-1999,163.5
UTTARAKHAND,01-10-1999,360
UTTARAKHAND,01-11-1999,20.7
UTTARAKHAND,01-12-1999,0.3
UTTARAKHAND,01-01-2000,3.8
UTTARAKHAND,01-02-2000,7.9
UTTARAKHAND,01-03-2000,0.3
UTTARAKHAND,01-04-2000,14.7
UTTARAKHAND,01-05-2000,40.6
UTTARAKHAND,01-06-2000,108.2
UTTARAKHAND,01-07-2000,54.7
UTTARAKHAND,01-08-2000,118.2
UTTARAKHAND,01-09-2000,52.2
UTTARAKHAND,01-10-2000,126.4
UTTARAKHAND,01-11-2000,3.4
UTTARAKHAND,01-12-2000,0
UTTARAKHAND,01-01-2001,2
UTTARAKHAND,01-02-2001,11.4
UTTARAKHAND,01-03-2001,2.3
UTTARAKHAND,01-04-2001,20.6
UTTARAKHAND,01-05-2001,77.2
UTTARAKHAND,01-06-2001,131.9
UTTARAKHAND,01-07-2001,92.6
UTTARAKHAND,01-08-2001,155.1
UTTARAKHAND,01-09-2001,74.9
UTTARAKHAND,01-10-2001,168.4
UTTARAKHAND,01-11-2001,18.8
UTTARAKHAND,01-12-2001,0.6
UTTARAKHAND,01-01-2002,4.7
UTTARAKHAND,01-02-2002,8.7
UTTARAKHAND,01-03-2002,35.7
UTTARAKHAND,01-04-2002,117.3
UTTARAKHAND,01-05-2002,330.8
UTTARAKHAND,01-06-2002,503.1
UTTARAKHAND,01-07-2002,318.7
UTTARAKHAND,01-08-2002,438.2
UTTARAKHAND,01-09-2002,99
UTTARAKHAND,01-10-2002,511.7
UTTARAKHAND,01-11-2002,137.5
UTTARAKHAND,01-12-2002,2.1
UTTARAKHAND,01-01-2003,10.8
UTTARAKHAND,01-02-2003,16.8
UTTARAKHAND,01-03-2003,7.2
UTTARAKHAND,01-04-2003,23.4
UTTARAKHAND,01-05-2003,189.8
UTTARAKHAND,01-06-2003,261.8
UTTARAKHAND,01-07-2003,81.3
UTTARAKHAND,01-08-2003,143.9
UTTARAKHAND,01-09-2003,50
UTTARAKHAND,01-10-2003,178.2
UTTARAKHAND,01-11-2003,52.9
UTTARAKHAND,01-12-2003,17.4
UTTARAKHAND,01-01-2004,44.3
UTTARAKHAND,01-02-2004,7.9
UTTARAKHAND,01-03-2004,149.2
UTTARAKHAND,01-04-2004,19.4
UTTARAKHAND,01-05-2004,296.3
UTTARAKHAND,01-06-2004,159.9
UTTARAKHAND,01-07-2004,494.9
UTTARAKHAND,01-08-2004,379.4
UTTARAKHAND,01-09-2004,371.9
UTTARAKHAND,01-10-2004,310.4
UTTARAKHAND,01-11-2004,74.1
UTTARAKHAND,01-12-2004,48
UTTARAKHAND,01-01-2005,22.9
UTTARAKHAND,01-02-2005,83.2
UTTARAKHAND,01-03-2005,109.6
UTTARAKHAND,01-04-2005,182
UTTARAKHAND,01-05-2005,173.5
UTTARAKHAND,01-06-2005,424.3
UTTARAKHAND,01-07-2005,645.3
UTTARAKHAND,01-08-2005,327.2
UTTARAKHAND,01-09-2005,259.9
UTTARAKHAND,01-10-2005,182.6
UTTARAKHAND,01-11-2005,25
UTTARAKHAND,01-12-2005,16.2
UTTARAKHAND,01-01-2006,9.5
UTTARAKHAND,01-02-2006,41.5
UTTARAKHAND,01-03-2006,96.9
UTTARAKHAND,01-04-2006,213.8
UTTARAKHAND,01-05-2006,235.8
UTTARAKHAND,01-06-2006,551.4
UTTARAKHAND,01-07-2006,481.2
UTTARAKHAND,01-08-2006,290.7
UTTARAKHAND,01-09-2006,250
UTTARAKHAND,01-10-2006,231.8
UTTARAKHAND,01-11-2006,13
UTTARAKHAND,01-12-2006,18.6
UTTARAKHAND,01-01-2007,3.8
UTTARAKHAND,01-02-2007,11.5
UTTARAKHAND,01-03-2007,78
UTTARAKHAND,01-04-2007,158.9
UTTARAKHAND,01-05-2007,265.6
UTTARAKHAND,01-06-2007,590.9
UTTARAKHAND,01-07-2007,262.4
UTTARAKHAND,01-08-2007,281.7
UTTARAKHAND,01-09-2007,288.4
UTTARAKHAND,01-10-2007,175.1
UTTARAKHAND,01-11-2007,5.1
UTTARAKHAND,01-12-2007,40.9
UTTARAKHAND,01-01-2008,17
UTTARAKHAND,01-02-2008,79.2
UTTARAKHAND,01-03-2008,90.1
UTTARAKHAND,01-04-2008,171.4
UTTARAKHAND,01-05-2008,211.7
UTTARAKHAND,01-06-2008,516.6
UTTARAKHAND,01-07-2008,703
UTTARAKHAND,01-08-2008,354
UTTARAKHAND,01-09-2008,321.4
UTTARAKHAND,01-10-2008,223
UTTARAKHAND,01-11-2008,16.4
UTTARAKHAND,01-12-2008,19.2
UTTARAKHAND,01-01-2009,0.5
UTTARAKHAND,01-02-2009,11.7
UTTARAKHAND,01-03-2009,70
UTTARAKHAND,01-04-2009,36.3
UTTARAKHAND,01-05-2009,81.9
UTTARAKHAND,01-06-2009,280.5
UTTARAKHAND,01-07-2009,253.4
UTTARAKHAND,01-08-2009,239.3
UTTARAKHAND,01-09-2009,155
UTTARAKHAND,01-10-2009,341.5
UTTARAKHAND,01-11-2009,8.9
UTTARAKHAND,01-12-2009,17.7
UTTARAKHAND,01-01-2010,0.1
UTTARAKHAND,01-02-2010,16.2
UTTARAKHAND,01-03-2010,21.6
UTTARAKHAND,01-04-2010,24.7
UTTARAKHAND,01-05-2010,22.6
UTTARAKHAND,01-06-2010,178.9
UTTARAKHAND,01-07-2010,367.5
UTTARAKHAND,01-08-2010,425.1
UTTARAKHAND,01-09-2010,264.3
UTTARAKHAND,01-10-2010,287.4
UTTARAKHAND,01-11-2010,11
UTTARAKHAND,01-12-2010,28.8
UTTARAKHAND,01-01-2011,3.3
UTTARAKHAND,01-02-2011,30.5
UTTARAKHAND,01-03-2011,33.6
UTTARAKHAND,01-04-2011,17.9
UTTARAKHAND,01-05-2011,21.5
UTTARAKHAND,01-06-2011,152.4
UTTARAKHAND,01-07-2011,247.5
UTTARAKHAND,01-08-2011,245.1
UTTARAKHAND,01-09-2011,224
UTTARAKHAND,01-10-2011,255.5
UTTARAKHAND,01-11-2011,6.2
UTTARAKHAND,01-12-2011,7.4
UTTARAKHAND,01-01-2012,13.2
UTTARAKHAND,01-02-2012,39.7
UTTARAKHAND,01-03-2012,10.2
UTTARAKHAND,01-04-2012,21.9
UTTARAKHAND,01-05-2012,41.4
UTTARAKHAND,01-06-2012,230.9
UTTARAKHAND,01-07-2012,356.8
UTTARAKHAND,01-08-2012,310.6
UTTARAKHAND,01-09-2012,183.9
UTTARAKHAND,01-10-2012,142
UTTARAKHAND,01-11-2012,0.2
UTTARAKHAND,01-12-2012,3
UTTARAKHAND,01-01-2013,13.8
UTTARAKHAND,01-02-2013,36.9
UTTARAKHAND,01-03-2013,2.6
UTTARAKHAND,01-04-2013,8.8
UTTARAKHAND,01-05-2013,2
UTTARAKHAND,01-06-2013,124.9
UTTARAKHAND,01-07-2013,255.2
UTTARAKHAND,01-08-2013,301.4
UTTARAKHAND,01-09-2013,333.8
UTTARAKHAND,01-10-2013,7.6
UTTARAKHAND,01-11-2013,0
UTTARAKHAND,01-12-2013,9.3
UTTARAKHAND,01-01-2014,18.6
UTTARAKHAND,01-02-2014,40.4
UTTARAKHAND,01-03-2014,2.5
UTTARAKHAND,01-04-2014,4.4
UTTARAKHAND,01-05-2014,5.9
UTTARAKHAND,01-06-2014,74.1
UTTARAKHAND,01-07-2014,315.6
UTTARAKHAND,01-08-2014,214.2
UTTARAKHAND,01-09-2014,356.6
UTTARAKHAND,01-10-2014,0.7
UTTARAKHAND,01-11-2014,0.8
UTTARAKHAND,01-12-2014,13.6
UTTARAKHAND,01-01-2015,40.7
UTTARAKHAND,01-02-2015,126
UTTARAKHAND,01-03-2015,99.7
UTTARAKHAND,01-04-2015,54.1
UTTARAKHAND,01-05-2015,67.1
UTTARAKHAND,01-06-2015,145.2
UTTARAKHAND,01-07-2015,515.3
UTTARAKHAND,01-08-2015,416.2
UTTARAKHAND,01-09-2015,239.9
UTTARAKHAND,01-10-2015,1.8
UTTARAKHAND,01-11-2015,4.8
UTTARAKHAND,01-12-2015,23.6
HARYANA,01-01-1997,14.7
HARYANA,01-02-1997,29.9
HARYANA,01-03-1997,4
HARYANA,01-04-1997,1.8
HARYANA,01-05-1997,7.5
HARYANA,01-06-1997,26.6
HARYANA,01-07-1997,277.6
HARYANA,01-08-1997,165.3
HARYANA,01-09-1997,58.9
HARYANA,01-10-1997,0
HARYANA,01-11-1997,0.1
HARYANA,01-12-1997,11
HARYANA,01-01-1998,10.6
HARYANA,01-02-1998,56.4
HARYANA,01-03-1998,19.4
HARYANA,01-04-1998,3
HARYANA,01-05-1998,3.9
HARYANA,01-06-1998,40.7
HARYANA,01-07-1998,136.7
HARYANA,01-08-1998,94.7
HARYANA,01-09-1998,52.2
HARYANA,01-10-1998,0
HARYANA,01-11-1998,2.2
HARYANA,01-12-1998,5
HARYANA,01-01-1999,39.5
HARYANA,01-02-1999,116.6
HARYANA,01-03-1999,113
HARYANA,01-04-1999,52.9
HARYANA,01-05-1999,35.9
HARYANA,01-06-1999,61.4
HARYANA,01-07-1999,187.7
HARYANA,01-08-1999,228.7
HARYANA,01-09-1999,135.5
HARYANA,01-10-1999,0.3
HARYANA,01-11-1999,22.5
HARYANA,01-12-1999,40.4
HARYANA,01-01-2000,26.9
HARYANA,01-02-2000,267.2
HARYANA,01-03-2000,170.9
HARYANA,01-04-2000,117.5
HARYANA,01-05-2000,111.3
HARYANA,01-06-2000,41
HARYANA,01-07-2000,136
HARYANA,01-08-2000,185.5
HARYANA,01-09-2000,126.1
HARYANA,01-10-2000,13.3
HARYANA,01-11-2000,33.7
HARYANA,01-12-2000,81.7
HARYANA,01-01-2001,2.5
HARYANA,01-02-2001,21.2
HARYANA,01-03-2001,0.8
HARYANA,01-04-2001,0.4
HARYANA,01-05-2001,1.8
HARYANA,01-06-2001,45.2
HARYANA,01-07-2001,188.4
HARYANA,01-08-2001,93.6
HARYANA,01-09-2001,13.9
HARYANA,01-10-2001,0.2
HARYANA,01-11-2001,0
HARYANA,01-12-2001,0.1
HARYANA,01-01-2002,4.1
HARYANA,01-02-2002,21.4
HARYANA,01-03-2002,0.5
HARYANA,01-04-2002,0.2
HARYANA,01-05-2002,3.5
HARYANA,01-06-2002,76.6
HARYANA,01-07-2002,245.8
HARYANA,01-08-2002,178.5
HARYANA,01-09-2002,93.6
HARYANA,01-10-2002,0.1
HARYANA,01-11-2002,0
HARYANA,01-12-2002,2.3
HARYANA,01-01-2003,1.1
HARYANA,01-02-2003,21.1
HARYANA,01-03-2003,0.1
HARYANA,01-04-2003,1
HARYANA,01-05-2003,0.3
HARYANA,01-06-2003,128.7
HARYANA,01-07-2003,307.5
HARYANA,01-08-2003,228
HARYANA,01-09-2003,254.9
HARYANA,01-10-2003,0.9
HARYANA,01-11-2003,0.2
HARYANA,01-12-2003,2.5
HARYANA,01-01-2004,0.7
HARYANA,01-02-2004,59.6
HARYANA,01-03-2004,2.2
HARYANA,01-04-2004,1
HARYANA,01-05-2004,0.4
HARYANA,01-06-2004,119.9
HARYANA,01-07-2004,366.8
HARYANA,01-08-2004,370.2
HARYANA,01-09-2004,493.3
HARYANA,01-10-2004,20.5
HARYANA,01-11-2004,0.5
HARYANA,01-12-2004,2.9
HARYANA,01-01-2005,0
HARYANA,01-02-2005,6.1
HARYANA,01-03-2005,0.1
HARYANA,01-04-2005,0
HARYANA,01-05-2005,0
HARYANA,01-06-2005,209.3
HARYANA,01-07-2005,518.7
HARYANA,01-08-2005,314.6
HARYANA,01-09-2005,109.5
HARYANA,01-10-2005,1.9
HARYANA,01-11-2005,0
HARYANA,01-12-2005,0
HARYANA,01-01-2006,0
HARYANA,01-02-2006,0.4
HARYANA,01-03-2006,0
HARYANA,01-04-2006,0
HARYANA,01-05-2006,0
HARYANA,01-06-2006,68.2
HARYANA,01-07-2006,402.2
HARYANA,01-08-2006,190.7
HARYANA,01-09-2006,21.7
HARYANA,01-10-2006,3
HARYANA,01-11-2006,0
HARYANA,01-12-2006,0
HARYANA,01-01-2007,0.5
HARYANA,01-02-2007,0.6
HARYANA,01-03-2007,0.8
HARYANA,01-04-2007,1.2
HARYANA,01-05-2007,11.2
HARYANA,01-06-2007,865.3
HARYANA,01-07-2007,1013.9
HARYANA,01-08-2007,593.7
HARYANA,01-09-2007,298.7
HARYANA,01-10-2007,54.4
HARYANA,01-11-2007,1.9
HARYANA,01-12-2007,0
HARYANA,01-01-2008,0.8
HARYANA,01-02-2008,2.2
HARYANA,01-03-2008,1.5
HARYANA,01-04-2008,5.7
HARYANA,01-05-2008,15.1
HARYANA,01-06-2008,210.8
HARYANA,01-07-2008,208.7
HARYANA,01-08-2008,178.4
HARYANA,01-09-2008,116.2
HARYANA,01-10-2008,29.5
HARYANA,01-11-2008,3.5
HARYANA,01-12-2008,0.1
HARYANA,01-01-2009,2.1
HARYANA,01-02-2009,1.3
HARYANA,01-03-2009,2.3
HARYANA,01-04-2009,4.9
HARYANA,01-05-2009,28.5
HARYANA,01-06-2009,117.6
HARYANA,01-07-2009,255.9
HARYANA,01-08-2009,183.9
HARYANA,01-09-2009,95.7
HARYANA,01-10-2009,22.1
HARYANA,01-11-2009,4.9
HARYANA,01-12-2009,0.8
HARYANA,01-01-2010,0
HARYANA,01-02-2010,4.4
HARYANA,01-03-2010,3.6
HARYANA,01-04-2010,2.7
HARYANA,01-05-2010,3
HARYANA,01-06-2010,140.2
HARYANA,01-07-2010,401
HARYANA,01-08-2010,280.9
HARYANA,01-09-2010,138
HARYANA,01-10-2010,42.6
HARYANA,01-11-2010,0.8
HARYANA,01-12-2010,1.3
HARYANA,01-01-2011,3.7
HARYANA,01-02-2011,17.7
HARYANA,01-03-2011,12.1
HARYANA,01-04-2011,2.6
HARYANA,01-05-2011,0.7
HARYANA,01-06-2011,128.7
HARYANA,01-07-2011,446.6
HARYANA,01-08-2011,519.7
HARYANA,01-09-2011,384.1
HARYANA,01-10-2011,157.6
HARYANA,01-11-2011,5.8
HARYANA,01-12-2011,14.9
HARYANA,01-01-2012,6.2
HARYANA,01-02-2012,19.4
HARYANA,01-03-2012,40.7
HARYANA,01-04-2012,19.4
HARYANA,01-05-2012,12.2
HARYANA,01-06-2012,104
HARYANA,01-07-2012,241.7
HARYANA,01-08-2012,158.3
HARYANA,01-09-2012,130.2
HARYANA,01-10-2012,252.3
HARYANA,01-11-2012,11.5
HARYANA,01-12-2012,101.1
HARYANA,01-01-2013,0
HARYANA,01-02-2013,10.7
HARYANA,01-03-2013,21.9
HARYANA,01-04-2013,14
HARYANA,01-05-2013,7.9
HARYANA,01-06-2013,112.6
HARYANA,01-07-2013,312.2
HARYANA,01-08-2013,266.5
HARYANA,01-09-2013,103.2
HARYANA,01-10-2013,101.7
HARYANA,01-11-2013,7.3
HARYANA,01-12-2013,5.3
HARYANA,01-01-2014,0
HARYANA,01-02-2014,1.3
HARYANA,01-03-2014,26.1
HARYANA,01-04-2014,15
HARYANA,01-05-2014,4.1
HARYANA,01-06-2014,57.4
HARYANA,01-07-2014,183.4
HARYANA,01-08-2014,116.4
HARYANA,01-09-2014,124.9
HARYANA,01-10-2014,175.5
HARYANA,01-11-2014,11.7
HARYANA,01-12-2014,9.6
HARYANA,01-01-2015,0.3
HARYANA,01-02-2015,4.1
HARYANA,01-03-2015,18
HARYANA,01-04-2015,17.1
HARYANA,01-05-2015,19.8
HARYANA,01-06-2015,22.5
HARYANA,01-07-2015,38.7
HARYANA,01-08-2015,49.3
HARYANA,01-09-2015,26.1
HARYANA,01-10-2015,86
HARYANA,01-11-2015,59.5
HARYANA,01-12-2015,7.1
PUNJAB,01-01-1997,0.1
PUNJAB,01-02-1997,3.6
PUNJAB,01-03-1997,8.4
PUNJAB,01-04-1997,37.3
PUNJAB,01-05-1997,10.2
PUNJAB,01-06-1997,973.8
PUNJAB,01-07-1997,970.6
PUNJAB,01-08-1997,637.5
PUNJAB,01-09-1997,236
PUNJAB,01-10-1997,183.7
PUNJAB,01-11-1997,10.7
PUNJAB,01-12-1997,0
PUNJAB,01-01-1998,0.3
PUNJAB,01-02-1998,1.5
PUNJAB,01-03-1998,15.2
PUNJAB,01-04-1998,24.9
PUNJAB,01-05-1998,3.5
PUNJAB,01-06-1998,66.9
PUNJAB,01-07-1998,94.4
PUNJAB,01-08-1998,104
PUNJAB,01-09-1998,64.3
PUNJAB,01-10-1998,92.1
PUNJAB,01-11-1998,4.2
PUNJAB,01-12-1998,2.2
PUNJAB,01-01-1999,0.1
PUNJAB,01-02-1999,4.2
PUNJAB,01-03-1999,20.1
PUNJAB,01-04-1999,36.4
PUNJAB,01-05-1999,9.6
PUNJAB,01-06-1999,118.2
PUNJAB,01-07-1999,162.5
PUNJAB,01-08-1999,152.2
PUNJAB,01-09-1999,51.9
PUNJAB,01-10-1999,192.4
PUNJAB,01-11-1999,11.5
PUNJAB,01-12-1999,3.6
PUNJAB,01-01-2000,0.7
PUNJAB,01-02-2000,50.9
PUNJAB,01-03-2000,82.1
PUNJAB,01-04-2000,134.4
PUNJAB,01-05-2000,91
PUNJAB,01-06-2000,566.7
PUNJAB,01-07-2000,532
PUNJAB,01-08-2000,350.3
PUNJAB,01-09-2000,93.6
PUNJAB,01-10-2000,407
PUNJAB,01-11-2000,76.4
PUNJAB,01-12-2000,9.7
PUNJAB,01-01-2001,11.8
PUNJAB,01-02-2001,18.2
PUNJAB,01-03-2001,28.5
PUNJAB,01-04-2001,18.1
PUNJAB,01-05-2001,109.6
PUNJAB,01-06-2001,364.5
PUNJAB,01-07-2001,400.6
PUNJAB,01-08-2001,92.1
PUNJAB,01-09-2001,84.3
PUNJAB,01-10-2001,191.6
PUNJAB,01-11-2001,206.1
PUNJAB,01-12-2001,7.5
PUNJAB,01-01-2002,54.5
PUNJAB,01-02-2002,35.9
PUNJAB,01-03-2002,36.5
PUNJAB,01-04-2002,41.6
PUNJAB,01-05-2002,505.1
PUNJAB,01-06-2002,423.9
PUNJAB,01-07-2002,378.9
PUNJAB,01-08-2002,308.7
PUNJAB,01-09-2002,280.7
PUNJAB,01-10-2002,223.9
PUNJAB,01-11-2002,169.9
PUNJAB,01-12-2002,0.4
PUNJAB,01-01-2003,38
PUNJAB,01-02-2003,39.1
PUNJAB,01-03-2003,175.5
PUNJAB,01-04-2003,210.2
PUNJAB,01-05-2003,298.7
PUNJAB,01-06-2003,402.9
PUNJAB,01-07-2003,654.3
PUNJAB,01-08-2003,243
PUNJAB,01-09-2003,278.5
PUNJAB,01-10-2003,184.8
PUNJAB,01-11-2003,5.6
PUNJAB,01-12-2003,15.2
PUNJAB,01-01-2004,15.3
PUNJAB,01-02-2004,19.5
PUNJAB,01-03-2004,72.8
PUNJAB,01-04-2004,340.8
PUNJAB,01-05-2004,342.2
PUNJAB,01-06-2004,397.9
PUNJAB,01-07-2004,848.4
PUNJAB,01-08-2004,286.2
PUNJAB,01-09-2004,317.2
PUNJAB,01-10-2004,340.8
PUNJAB,01-11-2004,6.5
PUNJAB,01-12-2004,6.6
PUNJAB,01-01-2005,4.8
PUNJAB,01-02-2005,2.7
PUNJAB,01-03-2005,11
PUNJAB,01-04-2005,341.5
PUNJAB,01-05-2005,211
PUNJAB,01-06-2005,449.2
PUNJAB,01-07-2005,558.6
PUNJAB,01-08-2005,284.3
PUNJAB,01-09-2005,351
PUNJAB,01-10-2005,132.7
PUNJAB,01-11-2005,6.4
PUNJAB,01-12-2005,0.5
PUNJAB,01-01-2006,19.9
PUNJAB,01-02-2006,11.5
PUNJAB,01-03-2006,40.5
PUNJAB,01-04-2006,163.5
PUNJAB,01-05-2006,287.5
PUNJAB,01-06-2006,489.5
PUNJAB,01-07-2006,739.5
PUNJAB,01-08-2006,356.4
PUNJAB,01-09-2006,394.7
PUNJAB,01-10-2006,198.4
PUNJAB,01-11-2006,9
PUNJAB,01-12-2006,4.4
PUNJAB,01-01-2007,3.3
PUNJAB,01-02-2007,1.6
PUNJAB,01-03-2007,14.9
PUNJAB,01-04-2007,62.8
PUNJAB,01-05-2007,72.9
PUNJAB,01-06-2007,287.5
PUNJAB,01-07-2007,250.7
PUNJAB,01-08-2007,389.9
PUNJAB,01-09-2007,264.3
PUNJAB,01-10-2007,220.7
PUNJAB,01-11-2007,0
PUNJAB,01-12-2007,0.8
PUNJAB,01-01-2008,6.8
PUNJAB,01-02-2008,8
PUNJAB,01-03-2008,6.4
PUNJAB,01-04-2008,49.2
PUNJAB,01-05-2008,29.7
PUNJAB,01-06-2008,216.4
PUNJAB,01-07-2008,328
PUNJAB,01-08-2008,346.4
PUNJAB,01-09-2008,148.1
PUNJAB,01-10-2008,149.6
PUNJAB,01-11-2008,1.8
PUNJAB,01-12-2008,0
PUNJAB,01-01-2009,5.5
PUNJAB,01-02-2009,2.7
PUNJAB,01-03-2009,3.1
PUNJAB,01-04-2009,41
PUNJAB,01-05-2009,31.1
PUNJAB,01-06-2009,184.4
PUNJAB,01-07-2009,200.7
PUNJAB,01-08-2009,327
PUNJAB,01-09-2009,211.5
PUNJAB,01-10-2009,128.1
PUNJAB,01-11-2009,0.1
PUNJAB,01-12-2009,1.6
PUNJAB,01-01-2010,22.7
PUNJAB,01-02-2010,2.1
PUNJAB,01-03-2010,2.2
PUNJAB,01-04-2010,32
PUNJAB,01-05-2010,72.7
PUNJAB,01-06-2010,246.8
PUNJAB,01-07-2010,418.4
PUNJAB,01-08-2010,175.9
PUNJAB,01-09-2010,115.3
PUNJAB,01-10-2010,56.4
PUNJAB,01-11-2010,3.1
PUNJAB,01-12-2010,0
PUNJAB,01-01-2011,22.8
PUNJAB,01-02-2011,1.8
PUNJAB,01-03-2011,0
PUNJAB,01-04-2011,8.7
PUNJAB,01-05-2011,25.8
PUNJAB,01-06-2011,161
PUNJAB,01-07-2011,219.5
PUNJAB,01-08-2011,147.6
PUNJAB,01-09-2011,126.5
PUNJAB,01-10-2011,33
PUNJAB,01-11-2011,0.1
PUNJAB,01-12-2011,0.1
PUNJAB,01-01-2012,20.6
PUNJAB,01-02-2012,0.7
PUNJAB,01-03-2012,0
PUNJAB,01-04-2012,20
PUNJAB,01-05-2012,21.7
PUNJAB,01-06-2012,59.3
PUNJAB,01-07-2012,124.2
PUNJAB,01-08-2012,250.5
PUNJAB,01-09-2012,84
PUNJAB,01-10-2012,60.5
PUNJAB,01-11-2012,0.7
PUNJAB,01-12-2012,0.2
PUNJAB,01-01-2013,58.5
PUNJAB,01-02-2013,11.7
PUNJAB,01-03-2013,0
PUNJAB,01-04-2013,51.5
PUNJAB,01-05-2013,66
PUNJAB,01-06-2013,130.7
PUNJAB,01-07-2013,400.9
PUNJAB,01-08-2013,326.3
PUNJAB,01-09-2013,96.8
PUNJAB,01-10-2013,70.7
PUNJAB,01-11-2013,0.8
PUNJAB,01-12-2013,5.7
PUNJAB,01-01-2014,25.4
PUNJAB,01-02-2014,0.3
PUNJAB,01-03-2014,0
PUNJAB,01-04-2014,18.1
